Species	C1	C2	C3	Y1	Y2	Y3
Burkholderia_stabilis	2	0	0	0	0	0
Burkholderia_stagnalis	2	0	0	0	0	0
Burkholderia_territorii	0	0	0	0	0	2
Caballeronia_grimmiae	0	1	0	0	1	0
Caballeronia_sp._S22	0	0	0	0	0	2
Caballeronia_sp._SL2Y3	1	0	0	0	1	0
Caldicellulosiruptor_hydrothermalis	0	0	0	0	2	0
Caldicellulosiruptor_kronotskyensis	0	0	0	0	2	0
Caldicellulosiruptor_obsidiansis	0	0	2	0	0	0
Caminicella_sporogenes	0	0	0	0	2	0
Campylobacter_helveticus	0	2	0	0	0	0
Campylobacter_lari	0	1	0	0	1	0
Candidatus_Bipolaricaulis_anaerobius	0	2	0	0	0	0
Candidatus_Caldatribacterium_saccharofermentans	2	0	0	0	0	0
Candidatus_Electrothrix_sp._GW3-4	0	0	0	0	2	0
Candidatus_Enterococcus_mangumiae	0	1	0	0	0	1
Candidatus_Ferrigenium_straubiae	2	0	0	0	0	0
Candidatus_Methylocalor_cossyra	2	0	0	0	0	0
Candidatus_Mycobacterium_wuenschmannii	2	0	0	0	0	0
Candidatus_Nanosynbacter_featherlites	0	0	0	1	1	0
Candidatus_Nanosynbacter_sp._TM7-074	0	0	0	0	0	2
Candidatus_Nitrotoga_sp._AM1P	1	0	1	0	0	0
Candidatus_Pantoea_soli	1	0	0	1	0	0
Candidatus_Pelagibacter_bacterium_nBUS_28	0	2	0	0	0	0
Candidatus_Pelagibacter_bacterium_nBUS_49	0	2	0	0	0	0
Candidatus_Pelagibacter_sp._Uisw_099_02	0	2	0	0	0	0
Candidatus_Planktophila_dulcis	0	0	0	0	1	1
Candidatus_Regiella_endosymbiont_of_Tuberolachnus_salignus	0	0	0	0	0	2
Candidatus_Rickettsiella_viridis	0	2	0	0	0	0
Candidatus_Thalassolituus_haligoni	0	0	1	0	1	0
Candidatus_Tisiphia_endosymbiont_of_Beris_chalybata	0	0	0	0	0	2
Candidatus_Vesicomyidisocius_calyptogenae	0	0	0	0	0	2
Candidatus_Viadribacter_manganicus	1	0	1	0	0	0
Candidiatus_Paracoxiella_cheracis	0	0	0	1	0	1
Capnocytophaga_sp._oral_taxon_878	0	1	0	1	0	0
Carnobacterium_maltaromaticum	0	0	1	0	1	0
Caulobacter_sp._73W	1	1	0	0	0	0
Caulobacter_sp._UC70_42	2	0	0	0	0	0
Caulobacter_vibrioides	0	0	1	1	0	0
Celeribacter_baekdonensis	0	0	0	0	2	0
Cellulomonas_palmilytica	0	2	0	0	0	0
Cellulomonas_sp._C5510	1	0	1	0	0	0
Cellulomonas_sp._McL0617	0	1	1	0	0	0
Cellulomonas_sp._PSBB021	1	1	0	0	0	0
Cellulomonas_sp._Y8	0	0	2	0	0	0
Cellulomonas_wangsupingiae	2	0	0	0	0	0
Cellulosimicrobium_protaetiae	0	1	0	0	1	0
Cercospora_beticola	0	0	0	0	2	0
Chania_multitudinisentens	0	0	0	2	0	0
Chelativorans_sp._AA-79	0	2	0	0	0	0
Chitinibacter_fontanus	0	0	2	0	0	0
Chitinimonas_arctica	1	1	0	0	0	0
Chitinimonas_koreensis	0	0	2	0	0	0
Chitinophaga_alhagiae	0	2	0	0	0	0
Chitinophaga_filiformis	2	0	0	0	0	0
Chitinophaga_horti	1	0	0	0	1	0
Chitinophaga_sp._XS-30	2	0	0	0	0	0
Chloracidobacterium_aggregatum	0	0	0	0	2	0
Chlorogloeopsis_fritschii	0	1	0	0	1	0
Christiangramia_fulva	0	0	0	0	0	2
Christiangramia_salexigens	0	0	0	2	0	0
Chromobacterium_sp._IIBBL_290-4	2	0	0	0	0	0
Chroococcidiopsis_sp._CCMEE_29	0	0	0	2	0	0
Chroococcidiopsis_thermalis	0	2	0	0	0	0
Chryseobacterium_aureum	0	2	0	0	0	0
Chryseobacterium_camelliae	0	1	0	1	0	0
Chryseobacterium_gleum	0	1	0	0	1	0
Chryseobacterium_salivictor	0	0	0	0	2	0
Chryseobacterium_shandongense	0	0	0	0	0	2
Chryseobacterium_sp._POL2	0	2	0	0	0	0
Chryseobacterium_sp._PTM-20240506	2	0	0	0	0	0
Chryseobacterium_sp._Y16C	0	0	0	0	0	2
Citrobacter_cronae	2	0	0	0	0	0
Citrobacter_sp._R56	1	1	0	0	0	0
Clavibacter_zhangzhiyongii	0	0	2	0	0	0
Clostridioides_sp._ES-S-0107-01	0	0	0	2	0	0
Clostridium_sp._16K-1-R1	0	2	0	0	0	0
Clostridium_sp._BJN0013	0	1	1	0	0	0
Clostridium_sp._JS66	0	0	0	0	1	1
Clostridium_sp._MB40-C1	0	2	0	0	0	0
Cohaesibacter_sp._ES.047	0	0	1	1	0	0
Colwellia_sp._PAMC_21821	0	0	0	2	0	0
Comamonas_resistens	0	0	1	0	1	0
Comamonas_sediminis	0	2	0	0	0	0
Comamonas_sp._C11	0	0	2	0	0	0
Comamonas_sp._NLF-1-9	2	0	0	0	0	0
Congregibacter_litoralis	1	0	0	0	0	1
Corallococcus_exiguus	0	2	0	0	0	0
Corynebacterium_accolens	0	0	0	0	0	2
Corynebacterium_amycolatum	0	0	0	2	0	0
Corynebacterium_appendicis	0	2	0	0	0	0
Corynebacterium_atrinae	1	1	0	0	0	0
Corynebacterium_aurimucosum	0	0	2	0	0	0
Corynebacterium_canis	1	1	0	0	0	0
Corynebacterium_cystitidis	0	0	0	0	2	0
Corynebacterium_frankenforstense	0	1	0	1	0	0
Corynebacterium_glyciniphilum	2	0	0	0	0	0
Corynebacterium_kalinowskii	1	0	0	0	0	1
Corynebacterium_lujinxingii	0	2	0	0	0	0
Corynebacterium_mayonis	1	0	1	0	0	0
Corynebacterium_nuruki	0	1	1	0	0	0
Corynebacterium_occultum	1	0	1	0	0	0
Corynebacterium_sp._YSMAA1_1_F7	2	0	0	0	0	0
Corynebacterium_suedekumii	0	0	2	0	0	0
Corynebacterium_testudinoris	0	2	0	0	0	0
Coxiella-like_endosymbiont	0	0	0	0	1	1
Coxiella_endosymbiont_of_Dermacentor_marginatus	0	0	0	0	2	0
Crateriforma_conspicua	0	2	0	0	0	0
Croceibacterium_atlanticum	0	2	0	0	0	0
Croceicoccus_naphthovorans	2	0	0	0	0	0
Cronobacter_malonaticus	1	1	0	0	0	0
Cryobacterium_sp._LW097	1	0	0	0	0	1
Cupriavidus_campinensis	1	0	1	0	0	0
Cupriavidus_oxalaticus	0	1	1	0	0	0
Cupriavidus_sp._30B13	0	2	0	0	0	0
Curtobacterium_sp._MCBD17_026	0	2	0	0	0	0
Curvibacter_sp._AEP1-3	0	0	1	0	0	1
Cutibacterium_avidum	0	0	0	0	2	0
Cyanobacterium_aponinum	0	0	0	1	0	1
Cyclobacterium_amurskyense	0	0	0	2	0	0
Cylindrospermopsis_raciborskii	0	0	0	0	2	0
Dabirmavirus_hominis	0	0	0	0	2	0
Dactylosporangium_sp._CA-052675	2	0	0	0	0	0
Dactylosporangium_sp._NBC_01737	1	0	0	0	0	1
Dechloromonas_aquae	0	0	0	1	1	0
Dechloromonas_sp._TW-R-39-2	0	0	2	0	0	0
Deinococcus_irradiatisoli	0	2	0	0	0	0
Deinococcus_maricopensis	1	0	0	1	0	0
Deinococcus_sonorensis	1	0	0	0	0	1
Demequina_sediminis	1	0	0	0	1	0
Dermacoccus_nishinomiyaensis	1	0	0	1	0	0
Desulfitobacterium_dehalogenans	0	0	0	0	2	0
Desulfobaculum_bizertense	0	0	0	0	2	0
Desulfococcus_multivorans	0	1	1	0	0	0
Desulfosarcina_variabilis	2	0	0	0	0	0
Desulfosporosinus_acidiphilus	0	0	0	0	2	0
Desulfovibrio_sp._WGS1351	0	2	0	0	0	0
Desulfuromonas_soudanensis	0	1	0	0	0	1
Devosia_beringensis	0	0	2	0	0	0
Devosia_ginsengisoli	2	0	0	0	0	0
Devosia_lacusdianchii	1	0	0	0	1	0
Devosia_sp.	2	0	0	0	0	0
Devosia_sp._1566	0	0	0	2	0	0
Devosia_sp._I507	2	0	0	0	0	0
Devosia_sp._Naph2	0	0	2	0	0	0
Devosia_sp._SL43	0	2	0	0	0	0
Dialister_hominis	0	0	0	0	0	2
Dialister_massiliensis	0	0	0	0	0	2
Diaphorobacter_aerolatus	0	1	1	0	0	0
Diaphorobacter_ruginosibacter	0	1	1	0	0	0
Diaphorobacter_sp._C33	1	1	0	0	0	0
Diaphorobacter_sp._LI3	0	0	2	0	0	0
Dickeya_ananatis	0	2	0	0	0	0
Dietzia_timorensis	1	0	0	1	0	0
Dolichospermum_flos-aquae	0	0	0	0	2	0
Dyella_acidisoli	2	0	0	0	0	0
Dyella_marensis	0	0	0	0	2	0
Dyella_telluris	0	2	0	0	0	0
Dyella_thiooxydans	0	0	1	0	1	0
Dysgonomonas_sp._HDW5B	0	0	0	0	2	0
Echinicola_marina	0	0	0	0	2	0
Ectothiorhodospira_shaposhnikovii	0	2	0	0	0	0
Ehrlichia_ruminantium	0	0	0	2	0	0
Emticicia_oligotrophica	0	1	0	0	1	0
Endozoicomonas_sp._SCSIO_W0465	0	0	0	0	2	0
Ensifer_sp._PDNC004	1	0	1	0	0	0
Ensifer_sp._R-19	0	0	2	0	0	0
Ensifer_sp._WSM1721	1	1	0	0	0	0
Enterobacter_cloacae_complex_sp._ECL352	1	0	1	0	0	0
Enterobacter_cloacae_complex_sp._Mu1197	0	1	1	0	0	0
Enterobacter_huaxiensis	2	0	0	0	0	0
Enterobacter_oligotrophicus	2	0	0	0	0	0
Enterobacter_pseudoroggenkampii	2	0	0	0	0	0
Enterobacter_sp._ECC-019	0	2	0	0	0	0
Enterobacter_sp._JS8-1	1	1	0	0	0	0
Enterobacter_sp._RHBSTW-00175	2	0	0	0	0	0
Enterobacteriaceae_endosymbiont_of_Donacia_clavipes	0	2	0	0	0	0
Enterococcus_avium	0	1	0	1	0	0
Enterococcus_saccharolyticus	0	2	0	0	0	0
Enterococcus_sp._AZ170	0	0	0	2	0	0
Enterococcus_sp._DIV0212c	0	0	0	0	2	0
Enterococcus_sp._FZMF	0	0	0	0	0	2
Epilithonimonas_vandammei	0	2	0	0	0	0
Erwinia_billingiae	0	0	0	0	2	0
Erwinia_rhapontici	2	0	0	0	0	0
Erythrobacter_aureus	0	0	0	0	2	0
Exiguobacterium_acetylicum	0	1	1	0	0	0
Ezakiella_massiliensis	0	1	0	0	0	1
Faecalibacter_bovis	0	0	2	0	0	0
Fenollaria_massiliensis	0	0	0	0	0	2
Ferrimonas_sp._SCSIO_43195	0	1	0	0	0	1
Ferrimonas_sp._YFM	1	0	0	0	0	1
Ferrovum_myxofaciens	0	2	0	0	0	0
Fictibacillus_enclensis	0	0	0	0	2	0
Fictibacillus_phosphorivorans	0	2	0	0	0	0
Fictibacillus_sp._JL2B1089	0	0	0	0	2	0
Flagellimonas_sp._S174	1	0	1	0	0	0
Flaviflexus_salsibiostraticola	0	1	1	0	0	0
Flavobacterium_cerinum	0	0	0	0	2	0
Flavobacterium_endoglycinae	0	0	2	0	0	0
Flavobacterium_ginsengisoli	0	2	0	0	0	0
Flavobacterium_limnophilum	0	0	1	0	0	1
Flavobacterium_oreochromis	0	2	0	0	0	0
Flavobacterium_ovatum	0	2	0	0	0	0
Flavobacterium_psychrotrophum	0	2	0	0	0	0
Flavobacterium_sediminis	0	0	0	0	2	0
Flavobacterium_sp._N1719	0	0	2	0	0	0
Fluviibacter_phosphoraccumulans	2	0	0	0	0	0
Fontisphaera_persica	0	2	0	0	0	0
Formicincola_oecophyllae	1	0	1	0	0	0
Francisella_hispaniensis	0	0	2	0	0	0
Fuerstiella_marisgermanici	0	1	0	1	0	0
Fusobacterium_hwasookii	0	0	0	1	1	0
Gardnerella_sp._DNF00354	0	0	0	2	0	0
Gardnerella_sp._DNF00502	0	0	0	0	0	2
Geomonas_subterranea	1	1	0	0	0	0
Geothrix_sp._21YS21S-2	1	1	0	0	0	0
Gimesia_panareensis	1	0	1	0	0	0
Gleimia_hominis	0	0	2	0	0	0
Gluconobacter_albidus	0	0	2	0	0	0
Gluconobacter_sphaericus	2	0	0	0	0	0
Glutamicibacter_uratoxydans	2	0	0	0	0	0
Gordonia_alkanivorans	0	2	0	0	0	0
Gordonia_bronchialis	0	0	2	0	0	0
Gordonia_insulae	0	0	1	0	0	1
Gordonia_jinghuaiqii	0	1	1	0	0	0
Granulibacter_bethesdensis	0	0	2	0	0	0
Granulosicoccus_antarcticus	2	0	0	0	0	0
Gynuella_sunshinyii	2	0	0	0	0	0
Haladaptatus_salinisoli	1	0	1	0	0	0
Haladaptatus_sp._DJG-WS-42	1	0	0	0	0	1
Halalkalibacterium_halodurans	0	2	0	0	0	0
Halanaeroarchaeum_sulfurireducens	0	0	0	2	0	0
Halioglobus_japonicus	1	1	0	0	0	0
Halobacillus_salinarum	0	0	0	0	0	2
Halobacterium_noricense	2	0	0	0	0	0
Haloferula_helveola	0	1	0	0	0	1
Haloimpatiens_lingqiaonensis	0	0	0	0	2	0
Halomarina_halobia	0	0	0	0	2	0
Halomonas_binhaiensis	0	0	2	0	0	0
Halomonas_elongata	0	1	0	0	1	0
Halomonas_halophila	0	0	0	0	0	2
Halomonas_sp._BM-2019	0	2	0	0	0	0
Halomonas_sp._CKK8	0	1	1	0	0	0
Halomonas_sp._JS92-SW72	2	0	0	0	0	0
Halomonas_sp._M1	0	0	2	0	0	0
Halopseudomonas_salegens	2	0	0	0	0	0
Halorarum_halophilum	1	0	1	0	0	0
Halorhabdus_sp._SVX81	2	0	0	0	0	0
Halorhodospira_halophila	0	0	1	0	1	0
Halorubrum_xinjiangense	0	0	2	0	0	0
Halosegnis_marinus	0	0	2	0	0	0
Halosimplex_rarum	0	0	2	0	0	0
Halosquirtibacter_xylanolyticus	0	0	0	0	2	0
Halothiobacillus_neapolitanus	0	1	1	0	0	0
Helcobacillus_massiliensis	2	0	0	0	0	0
Herbaspirillum_hiltneri	1	1	0	0	0	0
Herbaspirillum_sp._meg3	0	0	1	1	0	0
Hirschia_baltica	2	0	0	0	0	0
Hujiaoplasma_nucleasis	1	1	0	0	0	0
Hydrogenimonas_cancrithermarum	0	2	0	0	0	0
Hydrogenimonas_thermophila	0	1	0	1	0	0
Hydrogenophaga_sp._SNF1	1	0	1	0	0	0
Hydrogenophaga_taeniospiralis	0	0	1	0	0	1
Hylemonella_gracilis	0	0	2	0	0	0
Hymenobacter_cellulosilyticus	0	0	2	0	0	0
Hymenobacter_radiodurans	0	0	2	0	0	0
Hymenobacter_sedentarius	0	1	1	0	0	0
Hymenobacter_sp._APR13	0	1	1	0	0	0
Hymenobacter_sp._PAMC_26628	0	0	2	0	0	0
Hypericibacter_adhaerens	1	0	1	0	0	0
Hypericibacter_terrae	0	2	0	0	0	0
Hyphobacterium_sp._CCMP332	2	0	0	0	0	0
Hyphomicrobium_sp._1Nfss2.1	0	0	2	0	0	0
Ilumatobacter_sp.	0	1	1	0	0	0
Iodobacter_ciconiae	0	0	2	0	0	0
Iodobacter_fluviatilis	0	2	0	0	0	0
Janibacter_melonis	1	0	0	1	0	0
Janibacter_sp._G349	2	0	0	0	0	0
Janthinobacterium_sp._HH102	0	2	0	0	0	0
Janthinobacterium_sp._LM6	0	0	0	2	0	0
Jeongeupia_sp._USM3	1	0	1	0	0	0
Jeotgalibaca_dankookensis	0	1	0	1	0	0
Kaistella_carnis	0	0	0	0	0	2
Ketogulonicigenium_vulgare	0	0	1	0	1	0
Kingella_denitrificans	2	0	0	0	0	0
Kinneretia_aquatilis	2	0	0	0	0	0
Kitasatospora_herbaricolor	2	0	0	0	0	0
Kitasatospora_sp._NBC_01560	2	0	0	0	0	0
Kocuria_marina	0	0	0	1	0	1
Kocuria_rhizophila	0	0	1	0	0	1
Kocuria_sp._BT304	2	0	0	0	0	0
Komagataeibacter_nataicola	0	2	0	0	0	0
Kordia_antarctica	0	1	0	0	0	1
Kordiimonas_sp.	0	0	2	0	0	0
Kordiimonas_sp._SCSIO_12603	0	0	0	1	1	0
Kosakonia_sp._MUSA4	0	1	1	0	0	0
Kozakia_baliensis	1	0	0	1	0	0
Kribbella_sp._CA-294648	0	0	0	0	2	0
Kribbella_sp._NBC_01505	1	0	1	0	0	0
Ktedonosporobacter_rubrisoli	0	1	1	0	0	0
Kwoniella_shandongensis	0	0	0	0	2	0
Labilibaculum_antarcticum	0	1	0	1	0	0
Labrenzia_sp._PHM005	2	0	0	0	0	0
Lacibacter_sediminis	0	0	2	0	0	0
Lacimicrobium_alkaliphilum	1	1	0	0	0	0
Lacinutrix_sp._5H-3-7-4	0	0	0	0	2	0
Lactiplantibacillus_paraplantarum	0	0	0	2	0	0
Lactiplantibacillus_pentosus	1	0	0	0	1	0
Lactobacillus_helveticus	0	0	0	0	2	0
Lactobacillus_paragasseri	0	0	0	1	1	0
Lactococcus_allomyrinae	0	0	0	0	0	2
Lactococcus_protaetiae	0	0	0	1	0	1
Larkinella_insperata	0	2	0	0	0	0
Lawsonella_clevelandensis	1	0	0	0	0	1
Leadbettera_azotonutricia	1	1	0	0	0	0
Leclercia_sp._29361	2	0	0	0	0	0
Leclercia_sp._W17	0	1	1	0	0	0
Legionella_longbeachae	0	0	0	0	0	2
Leifsonia_sp._McL0608	0	0	0	1	1	0
Leifsonia_sp._ZF2019	0	2	0	0	0	0
Lelliottia_amnigena	2	0	0	0	0	0
Leminorella_richardii	1	1	0	0	0	0
Lentilactobacillus_parabuchneri	0	1	0	0	1	0
Lentilitoribacter_sp._Alg239-R112	0	0	0	0	0	2
Lentzea_guizhouensis	1	0	0	0	0	1
Lentzea_sp._DG1S-22	1	1	0	0	0	0
Lentzea_sp._NBC_00516	1	0	0	1	0	0
Leptospira_tipperaryensis	0	0	0	0	2	0
Leptotrichia_sp._HMT-225	0	0	0	0	0	2
Leptotrichia_trevisanii	0	0	0	0	0	2
Leucobacter_triazinivorans	2	0	0	0	0	0
Leuconostoc_carnosum	0	0	0	0	1	1
Lichenicola_sp.	1	0	1	0	0	0
Ligilactobacillus_aviarius	0	0	0	0	0	2
Ligilactobacillus_saerimneri	0	0	0	0	1	1
Limihaloglobus_sulfuriphilus	0	0	0	0	2	0
Limnobacter_profundi	0	2	0	0	0	0
Limnobaculum_zhutongyuii	0	0	0	0	2	0
Limnohabitans_sp._103DPR2	0	0	2	0	0	0
Limosilactobacillus_gastricus	0	0	0	0	2	0
Limosilactobacillus_panis	2	0	0	0	0	0
Limosilactobacillus_vaginalis	0	0	0	2	0	0
Liquorilactobacillus_satsumensis	0	1	0	0	1	0
Listeria_innocua	0	0	0	1	1	0
Listeria_weihenstephanensis	0	0	0	0	0	2
Luminiphilus_sp._nBUS_16	2	0	0	0	0	0
Luteibacter_aegosomaticola	0	2	0	0	0	0
Luteibacter_aegosomatissinici	0	2	0	0	0	0
Luteibacter_pinisoli	0	2	0	0	0	0
Luteibacter_sp._Lutesp34	0	0	0	0	2	0
Luteimonas_granuli	0	1	1	0	0	0
Luteimonas_sp._R10	1	1	0	0	0	0
Luteimonas_sp._S4-F44	0	2	0	0	0	0
Luteimonas_sp._WGS1318	0	0	0	0	2	0
Luteipulveratus_mongoliensis	0	1	0	1	0	0
Luteococcus_sp._OSA5	0	0	2	0	0	0
Luteolibacter_sp._LG18	1	0	1	0	0	0
Luteolibacter_sp._SL250	0	2	0	0	0	0
Lysinibacillus_macroides	0	0	0	0	2	0
Lysinibacillus_sp._SGAir0095	0	1	0	0	0	1
Lysinibacillus_timonensis	0	0	0	1	1	0
Lysobacter_enzymogenes	0	2	0	0	0	0
Macrococcus_armenti	0	0	0	0	0	2
Macrococcus_psychrotolerans	0	0	0	0	0	2
Macrococcus_sp._18KM676	0	2	0	0	0	0
Mannheimia_glucosida	0	0	0	0	1	1
Marichromatium_purpuratum	1	0	1	0	0	0
Maridesulfovibrio_hydrothermalis	0	0	0	1	1	0
Mariniflexile_fucanivorans	0	0	0	1	0	1
Mariniflexile_sp._AS56	0	0	1	0	1	0
Marinobacter_psychrophilus	0	2	0	0	0	0
Marinobacter_salarius	0	0	1	0	1	0
Marinobacter_salinus	1	0	0	0	1	0
Marinobacter_shengliensis	0	2	0	0	0	0
Marinobacter_sp._es.042	0	1	0	0	1	0
Marinomonas_foliarum	0	0	0	0	2	0
Marinomonas_sp.	1	1	0	0	0	0
Marinomonas_sp._GJ51-6	0	0	2	0	0	0
Maritalea_myrionectae	0	0	2	0	0	0
Martelella_endophytica	0	1	0	0	0	1
Meiothermus_ruber	0	2	0	0	0	0
Melaminivora_suipulveris	0	1	0	0	0	1
Melioribacter_roseus	0	0	2	0	0	0
Mesomycoplasma_dispar	0	0	0	0	2	0
Mesomycoplasma_molare	0	0	0	0	0	2
Mesorhizobium_australicum	1	1	0	0	0	0
Mesorhizobium_sp._ANAO-SY3R2	1	0	1	0	0	0
Mesorhizobium_sp._M1B.F.Ca.ET.045.04.1.1	2	0	0	0	0	0
Mesorhizobium_sp._PAMC28654	0	0	2	0	0	0
Metabacillus_sediminilitoris	0	0	0	1	1	0
Metabacillus_sediminis	0	1	0	0	0	1
Metamycoplasma_faucium	0	0	0	1	1	0
Methanobacterium_lacus	0	0	0	0	2	0
Methanocorpusculum_labreanum	1	0	1	0	0	0
Methanolacinia_petrolearia	0	1	0	0	0	1
Methanolobus_sp._ZRKC3	0	2	0	0	0	0
Methanomethylophilus_alvi	1	0	1	0	0	0
Methanosarcina_lacustris	0	0	0	0	2	0
Methylacidimicrobium_sp._AP8	0	0	2	0	0	0
Methylobacterium_radiotolerans	0	0	0	1	1	0
Methylobacterium_sp._17Sr1-1	1	1	0	0	0	0
Methylocapsa_polymorpha	2	0	0	0	0	0
Methyloceanibacter_sp._wino2	1	0	0	0	0	1
Methylocystis_bryophila	0	0	2	0	0	0
Methylomicrobium_lacus	2	0	0	0	0	0
Methylomusa_anaerophila	0	0	1	0	0	1
Methylophaga_pinxianii	2	0	0	0	0	0
Methylosinus_trichosporium	0	0	0	2	0	0
Methyloversatilis_sp.	1	0	1	0	0	0
Microbacterium_abyssi	2	0	0	0	0	0
Microbacterium_aurantiacum	0	0	0	0	0	2
Microbacterium_caowuchunii	0	1	0	0	1	0
Microbacterium_laevaniformans	0	2	0	0	0	0
Microbacterium_luteolum	0	2	0	0	0	0
Microbacterium_protaetiae	0	0	2	0	0	0
Microbacterium_sp._Clip185	0	1	0	1	0	0
Microbacterium_sp._LBN7	2	0	0	0	0	0
Microbacterium_sp._No._7	0	1	1	0	0	0
Microbacterium_sp._PM5	0	0	2	0	0	0
Microbacterium_sp._R86528	0	0	0	2	0	0
Microbacterium_sp._YJN-G	1	1	0	0	0	0
Microbacterium_sp._che218	1	0	0	0	1	0
Microbacterium_sp._cx-55	1	0	0	0	1	0
Microbacterium_sp._str._'China'	1	1	0	0	0	0
Microbacterium_sp._zg-B185	1	1	0	0	0	0
Microbacterium_sp._zg-B96	0	0	2	0	0	0
Microbulbifer_elongatus	1	0	1	0	0	0
Microbulbifer_sp._ARAS458-1	0	1	0	0	1	0
Microbulbifer_sp._THAF38	0	0	0	0	2	0
Microbulbifer_sp._YPW16	0	1	0	0	1	0
Microbulbifer_thermotolerans	1	0	0	0	0	1
Microbulbifer_variabilis	2	0	0	0	0	0
Microcella_sp.	0	0	0	0	2	0
Micrococcus_terreus	2	0	0	0	0	0
Microlunatus_phosphovorus	1	0	0	0	1	0
Micromonospora_coriariae	0	0	0	0	0	2
Micromonospora_craniellae	1	0	0	0	1	0
Micromonospora_echinaurantiaca	0	0	2	0	0	0
Micromonospora_halotolerans	0	0	0	0	1	1
Micromonospora_maris	0	2	0	0	0	0
Micromonospora_peucetia	0	1	0	0	1	0
Micromonospora_profundi	0	0	2	0	0	0
Micromonospora_sagamiensis	0	2	0	0	0	0
Micromonospora_sp._JCM_30529	0	1	0	1	0	0
Micromonospora_sp._NBC_00330	0	0	0	0	0	2
Micromonospora_sp._NBC_01699	0	0	0	0	2	0
Micromonospora_sp._NBRC_110009	0	0	2	0	0	0
Micromonospora_trifolii	2	0	0	0	0	0
Micromonospora_viridifaciens	1	1	0	0	0	0
Microterricola_viridarii	2	0	0	0	0	0
Microvirga_sp._M2	2	0	0	0	0	0
Miltoncavirus_PhiPA3	0	0	0	0	2	0
Miniimonas_sp._S16	0	0	0	0	2	0
Minwuia_sp.	0	2	0	0	0	0
Mongoliitalea_daihaiensis	0	2	0	0	0	0
Moraxella_bovis	0	0	1	0	0	1
Moritella_marina	0	0	1	0	1	0
Mucilaginibacter_ginsenosidivorans	0	1	1	0	0	0
Mucilaginibacter_sp.	0	0	2	0	0	0
Mucilaginibacter_sp._KACC_22063	0	0	0	0	0	2
Mucilaginibacter_sp._X4EP1	1	0	0	1	0	0
Mycetocola_sp._JXN-3	0	1	0	1	0	0
Mycoavidus_cysteinexigens	0	0	0	0	1	1
Mycoavidus_sp._SF9855	2	0	0	0	0	0
Mycobacterium_avium	0	1	0	1	0	0
Mycobacterium_dioxanotrophicus	1	0	0	0	1	0
Mycobacterium_intracellulare	0	0	1	0	1	0
Mycobacterium_kansasii	1	1	0	0	0	0
Mycobacterium_parmense	0	0	1	1	0	0
Mycobacterium_riyadhense	0	2	0	0	0	0
Mycobacterium_sp._ITM-2016-00316	0	0	0	2	0	0
Mycobacterium_sp._SMC-11	0	2	0	0	0	0
Mycobacterium_sp._SMC-14	0	2	0	0	0	0
Mycobacterium_sp._WMMD1722	0	0	1	0	1	0
Mycobacterium_stomatepiae	0	0	2	0	0	0
Mycobacteroides_immunogenum	0	2	0	0	0	0
Mycolicibacterium_aichiense	0	2	0	0	0	0
Mycolicibacterium_anyangense	0	2	0	0	0	0
Mycolicibacterium_austroafricanum	2	0	0	0	0	0
Mycolicibacterium_doricum	0	0	2	0	0	0
Mycolicibacterium_gadium	0	0	2	0	0	0
Mycolicibacterium_mageritense	0	2	0	0	0	0
Mycolicibacterium_neoaurum	2	0	0	0	0	0
Mycolicibacterium_poriferae	2	0	0	0	0	0
Mycolicibacterium_sediminis	2	0	0	0	0	0
Mycolicibacterium_sp._YH-1	0	1	1	0	0	0
Mycolicibacterium_tokaiense	0	0	0	0	1	1
Mycolicibacterium_vanbaalenii	0	0	0	2	0	0
Mycoplasma_capricolum	0	1	0	0	0	1
Mycoplasma_tauri	0	0	0	2	0	0
Mycoplasmoides_genitalium	0	0	0	2	0	0
Mycoplasmopsis_lipophila	0	0	0	0	1	1
Myxococcus_landrumensis	0	1	1	0	0	0
Myxococcus_sp._SDU36	0	2	0	0	0	0
Myxococcus_stipitatus	0	0	0	2	0	0
Myxococcus_xanthus	0	2	0	0	0	0
Natronobacterium_gregoryi	0	1	1	0	0	0
Naumovozyma_dairenensis	0	0	0	1	0	1
Neisseria_chenwenguii	1	0	0	0	1	0
Neisseria_leonii	2	0	0	0	0	0
Neisseria_perflava	2	0	0	0	0	0
Neisseria_sp._CCUG12390	1	1	0	0	0	0
Neisseria_sp._RH3002v2g	0	2	0	0	0	0
Neobacillus_sp._WH10	1	0	0	0	0	1
Neopusillimonas_aestuarii	0	0	1	0	1	0
Neorhizobium_sp._SOG26	2	0	0	0	0	0
Neotabrizicola_shimadae	0	0	0	0	0	2
Neptunomonas_concharum	0	0	0	0	0	2
Nevskia_ramosa	1	1	0	0	0	0
Niallia_sp._Krafla_26	0	2	0	0	0	0
Niallia_taxi	0	0	0	2	0	0
Nibricoccus_sp._IMCC34717	0	0	0	1	1	0
Nitratireductor_mangrovi	0	0	1	0	1	0
Nitratireductor_sp._OM-1	0	0	2	0	0	0
Nitrobacter_hamburgensis	2	0	0	0	0	0
Nitrosarchaeum_sp._AC2	0	0	0	0	2	0
Nitrosomonas_sp.	2	0	0	0	0	0
Nitrosospira_sp._Is2	1	0	1	0	0	0
Nitrospira_sp._KM1	0	2	0	0	0	0
Niveibacterium_terrae	0	2	0	0	0	0
Nocardia_farcinica	0	1	0	0	0	1
