Genus	C2	C3	C4	C5	C6	E1	E2	E3	E4	E5	E6	H1	H2	H3	H4	H5	H6
Methanohalophilus	3	9	66	13	0	18	1	2	328	0	1	60	21	18	6	9	53
Beijerinckia	9	11	22	26	0	1	0	3	45	0	0	17	54	265	7	78	69
Sediminibacterium	3	43	100	117	6	1	0	12	80	0	14	64	29	29	31	30	48
Wenzhouxiangella	10	25	16	116	14	5	9	6	29	2	1	40	128	107	20	47	32
Brettanomyces	29	40	19	58	17	25	0	8	3	2	7	56	25	75	85	115	42
Orientia	6	16	5	2	344	1	0	1	2	0	21	14	26	24	9	60	74
Synechocystis	6	48	23	30	4	17	2	2	325	1	2	17	20	52	27	17	12
Candidatus_Pseudothioglobus	12	0	8	8	0	4	0	0	0	0	8	42	18	294	34	122	54
Sagittula	33	28	17	77	17	17	0	5	6	1	4	37	171	125	14	25	27
Thalassotalea	22	39	20	54	16	4	1	9	19	4	18	44	105	114	46	38	51
Pseudalkalibacillus	13	103	6	37	4	3	1	0	12	1	2	53	48	78	190	16	35
Labrys	22	24	40	23	5	10	4	7	53	1	4	78	140	70	28	27	65
Rivularia	24	25	23	16	3	11	0	1	24	0	24	78	65	23	196	56	30
Tetrasphaera	31	15	14	41	6	0	8	2	219	8	5	42	38	31	83	20	36
Drechmeria	51	47	19	55	14	6	4	3	3	1	3	28	114	111	17	17	104
Stanieria	3	86	55	104	2	4	0	4	36	0	7	40	60	45	38	37	75
Falsirhodobacter	6	12	31	47	63	0	0	5	4	4	2	36	78	79	161	14	53
Mangrovivirga	12	38	26	76	5	3	0	1	6	1	7	55	204	57	70	17	17
Trichoderma	49	40	18	67	9	6	6	6	12	1	1	54	87	42	53	44	100
Methanoregula	5	15	16	12	2	46	6	10	223	5	1	29	87	57	20	37	19
Cercospora	26	39	28	28	16	7	1	9	42	2	5	59	62	86	38	90	49
Sulfuritortus	19	15	52	44	9	2	12	7	101	1	3	58	83	85	32	23	41
Gracilinema	42	4	20	26	17	38	0	10	10	3	9	80	112	68	30	15	102
Oricola	57	51	33	39	18	3	0	8	48	2	0	55	135	43	32	21	41
Sedimenticola	9	21	9	33	5	2	0	7	15	4	5	78	200	77	30	56	35
Marivirga	6	117	70	80	5	0	0	4	25	0	35	36	65	32	31	55	23
Skermania	10	22	14	52	4	12	3	8	246	1	3	48	48	9	4	23	77
Atribacter	0	24	23	25	25	1	0	12	29	0	21	15	55	67	23	56	206
Bibersteinia	6	26	46	8	2	11	0	133	1	0	7	44	17	24	70	129	57
Zymoseptoria	16	22	22	35	1	5	6	1	25	18	5	61	101	131	65	14	52
Pontibrevibacter	6	6	7	15	1	1	2	7	301	1	2	21	45	63	31	43	27
Salinisphaera	6	12	14	65	15	3	8	14	100	2	2	30	53	64	51	10	130
Haploplasma	22	126	23	17	2	26	0	2	1	1	43	61	100	28	39	26	61
Thermoleophilum	6	7	34	35	0	1	0	6	15	0	7	6	54	148	32	61	166
Streptantibioticus	25	11	7	55	2	9	1	1	51	6	12	64	117	94	30	35	57
Desemzia	13	54	32	8	3	13	0	17	1	0	6	26	39	74	36	143	111
Tardibacter	76	21	21	36	4	0	0	1	5	12	0	106	158	71	26	17	22
Anabaena	11	53	43	26	2	9	3	3	32	4	12	49	19	89	23	101	96
Terasakiella	14	22	98	15	3	7	3	1	79	0	4	32	68	68	68	45	48
Ureaplasma	3	75	17	18	1	0	0	4	5	0	29	44	111	32	105	64	67
Boudabousia	37	27	2	44	0	1	2	0	3	2	2	11	6	112	159	133	33
Iodobacter	19	31	32	50	8	4	5	15	57	2	2	55	74	98	17	46	59
Oceanithermus	26	32	36	50	6	0	1	1	62	0	5	63	109	61	42	29	50
Ustilaginoidea	36	17	10	77	3	4	0	0	5	0	5	70	69	88	11	43	135
Actinokineospora	88	37	10	61	15	7	3	23	14	8	6	51	91	52	24	44	38
Alteracholeplasma	3	57	9	25	1	0	0	4	3	1	9	81	96	154	25	57	47
Candidatus_Symbiobacter	26	110	12	106	84	2	10	2	4	6	6	22	88	28	10	24	32
Secundilactobacillus	5	33	59	19	6	55	5	28	16	1	0	58	76	54	41	23	93
Cyanobacterium	20	19	16	33	7	6	3	2	10	1	1	52	64	78	142	23	93
Nosocomiicoccus	14	58	12	66	3	8	0	0	2	0	2	26	134	34	119	29	60
Waddlia	0	32	3	33	0	0	0	1	1	1	0	8	29	276	26	96	61
Salipaludibacillus	11	39	35	67	5	12	2	8	28	3	5	77	34	29	139	24	48
Sulfuriroseicoccus	2	70	93	66	1	1	0	0	13	0	1	13	62	60	46	36	102
Chenggangzhangella	21	21	28	46	7	3	2	5	3	3	1	81	144	63	56	26	55
Oceanispirochaeta	10	24	62	92	4	22	0	4	2	7	23	73	80	40	33	24	65
Methylocaldum	16	30	11	79	23	2	7	5	1	1	0	24	79	52	97	92	45
Deefgea	40	49	53	44	4	24	0	9	18	1	3	44	28	120	60	24	41
Thermocrinis	0	12	8	11	22	0	2	5	15	2	0	53	135	266	16	9	6
Thermotomaculum	8	11	11	31	4	56	0	8	17	0	10	65	57	65	98	71	49
Poseidonibacter	24	54	10	12	2	0	0	2	4	2	162	64	64	54	18	6	82
Actinotalea	38	11	12	80	2	0	0	5	27	5	1	16	220	63	12	30	37
Nanchangia	8	14	16	12	3	4	4	3	45	13	0	39	114	154	24	22	84
Novosphingopyxis	50	5	17	57	36	0	1	5	5	6	0	99	34	57	20	141	26
Marmoricola	23	31	24	38	6	0	3	7	63	4	8	68	85	53	45	36	63
Auraticoccus	14	22	14	43	29	1	1	9	12	4	4	57	119	40	80	19	88
Candidatus_Endolissoclinum	0	46	26	40	0	24	2	2	0	0	28	60	14	42	156	68	48
Aquirhabdus	12	33	1	19	1	1	1	2	0	2	2	44	31	169	3	194	39
Quatrionicoccus	4	35	15	69	8	3	4	10	3	2	2	100	109	36	95	29	30
Lichenihabitans	24	22	22	22	10	0	0	5	102	3	1	41	120	42	42	16	81
Arsenicicoccus	25	19	5	33	2	1	3	7	31	4	0	90	93	86	51	31	71
Oryzomicrobium	7	13	8	105	5	5	12	11	31	6	4	40	62	67	37	73	66
Psychroflexus	3	15	32	86	5	11	0	1	43	0	19	115	47	83	27	50	15
Tuwongella	13	15	23	19	3	14	0	2	124	2	0	16	84	42	127	19	49
Allomeiothermus	1	21	5	85	4	4	1	3	7	1	8	72	205	51	14	34	34
Thermosynechococcus	16	23	43	100	5	7	0	14	38	5	1	58	85	42	21	61	29
Torulaspora	28	12	27	41	2	89	0	7	4	3	0	76	20	63	112	9	55
Croceimicrobium	2	32	20	22	9	0	0	10	202	0	2	80	74	54	23	8	9
Zymobacter	4	13	22	19	8	10	1	158	119	4	6	27	28	35	53	19	21
Microcystis	9	58	14	33	9	9	6	16	67	0	5	116	36	57	58	15	38
Sandaracinobacteroides	7	12	21	46	6	1	10	4	196	5	3	23	92	27	39	18	36
Constantimarinum	43	62	32	137	36	40	1	11	11	1	0	21	56	25	30	16	22
Ferrovum	4	7	18	49	6	0	1	3	10	4	0	46	53	128	21	153	41
Bizionia	2	14	73	23	9	68	0	1	4	0	2	120	37	75	47	28	40
Oceanimonas	26	19	18	31	12	0	3	5	61	1	8	45	104	79	57	23	51
Pseudolysobacter	26	10	24	48	3	1	1	4	17	9	0	95	119	73	9	44	60
Thalassiosira	14	43	21	11	10	6	1	3	9	0	5	83	54	95	37	68	83
Parashewanella	4	20	10	156	29	11	1	16	27	34	1	18	28	37	87	40	22
Fuerstiella	27	15	6	112	5	15	2	2	2	11	0	45	39	77	88	37	57
Pseudothauera	28	10	42	43	5	5	8	6	27	4	7	47	127	51	39	33	58
Methanofollis	11	24	25	36	11	6	0	9	166	2	5	54	79	38	41	11	21
Mycolicibacillus	21	24	24	20	9	3	1	9	8	6	9	75	107	119	19	37	47
Acidiferrobacter	9	27	15	35	15	4	3	1	10	8	2	57	122	101	64	20	44
Friedmanniella	7	10	17	34	9	5	4	7	66	2	3	63	99	66	68	35	42
Simplicispira	29	17	17	68	5	4	8	10	21	4	2	42	44	89	107	40	29
Gilvibacter	44	61	9	45	14	9	0	6	6	0	0	30	155	115	10	15	16
Ponticoccus	87	47	65	60	9	1	2	2	8	0	6	87	80	16	32	13	19
Sulfolobus	11	21	12	32	1	9	1	1	59	2	53	131	27	33	67	51	23
Thermodesulfatator	29	8	10	19	10	2	0	0	1	0	3	5	98	119	15	170	45
Hydrogenobacter	13	15	23	30	1	9	0	15	0	3	1	29	51	44	93	162	44
Methanomicrobium	1	15	10	62	0	13	0	10	0	1	2	30	52	100	184	39	13
Nibricoccus	10	17	31	123	1	0	4	0	88	5	5	38	54	32	47	28	49
Parvibaculum	8	18	22	61	8	2	7	9	3	4	2	36	176	81	29	28	38
Rugosibacter	4	10	18	45	2	3	1	5	21	4	3	23	316	31	11	5	30
Allofrancisella	7	55	33	21	0	14	0	2	1	1	65	32	28	36	42	183	10
Protofrankia	20	15	16	61	1	4	2	1	6	9	4	81	136	51	27	38	58
Coxiella	14	25	20	40	10	0	3	3	21	5	16	151	51	103	10	33	24
Methanosalsum	1	3	1	2	1	1	2	0	0	0	0	4	9	344	10	90	60
Dhillonvirus	0	0	0	0	0	0	525	0	0	0	0	0	1	0	0	0	1
Sabulilitoribacter	2	73	61	121	6	3	0	5	6	0	3	45	60	37	32	22	51
Oligella	35	38	23	42	13	22	2	4	24	1	7	32	26	108	67	42	40
Scardovia	6	12	30	35	10	8	0	15	76	5	2	83	82	24	31	23	83
Methyloligella	10	13	10	62	3	0	3	6	3	1	0	92	212	32	17	33	26
Delmidovirus	359	3	0	79	0	0	0	0	11	12	0	7	0	9	5	36	0
Nicoliella	8	9	19	9	0	3	0	2	135	7	0	46	37	25	20	190	11
Rasiella	4	71	52	139	5	20	1	5	62	1	1	40	16	78	5	15	6
Candidatus_Hoaglandella	10	40	36	26	10	56	18	150	24	22	22	16	16	34	0	12	28
Kaistia	10	18	5	55	20	1	3	2	51	2	8	51	107	68	37	43	38
Pragia	18	56	51	34	3	1	5	17	2	0	6	73	24	29	36	36	128
Candidatus_Viadribacter	18	8	22	64	4	18	0	14	2	6	2	58	170	24	26	48	34
Thiopseudomonas	21	51	4	9	0	9	0	1	59	0	0	43	54	80	33	87	67
Chitinolyticbacter	26	17	11	16	19	10	20	14	3	11	6	51	135	63	45	22	48
Fluviispira	2	26	45	67	3	22	0	2	32	0	6	134	38	60	38	12	30
Gynuella	12	58	33	48	1	17	0	9	1	0	14	50	64	63	57	22	68
Kyrpidia	11	20	27	35	12	2	20	11	11	10	9	49	61	104	45	24	66
Simonsiella	3	9	5	24	0	3	0	1	1	0	0	378	8	6	5	53	21
Ahniella	109	15	5	74	4	49	0	5	15	3	1	19	37	35	33	19	93
Tateyamaria	19	7	23	78	6	6	2	5	6	1	5	51	114	74	45	30	42
Allosphingosinicella	7	21	16	25	3	3	4	5	20	5	2	59	147	89	22	26	59
Tardiphaga	9	17	14	55	10	4	2	7	44	3	6	57	107	61	30	32	55
Actibacterium	18	11	4	41	7	0	0	6	238	3	0	28	75	20	11	20	30
Candidatus_Babela	10	76	50	2	0	116	0	14	0	0	12	14	16	68	40	26	68
Rubripirellula	5	150	15	32	3	2	8	0	1	5	0	40	47	94	12	23	75
Actinosynnema	6	15	24	39	10	1	4	7	134	9	7	43	59	70	10	17	56
Oscillatoria	11	6	22	25	15	8	5	21	77	9	17	34	48	58	64	47	44
Plantibacter	17	13	48	26	2	4	1	0	145	6	8	47	70	35	26	19	44
Candidatus_Vesicomyosocius	12	60	10	74	2	13	0	4	148	0	2	39	32	18	41	20	35
Aeoliella	6	45	3	152	20	0	3	3	0	2	5	21	135	79	6	9	19
Granulosicoccus	25	20	3	37	4	3	0	3	1	2	4	38	28	21	71	140	107
Paenalcaligenes	37	50	24	57	22	7	3	6	9	3	4	100	26	89	8	20	42
Prauserella	8	15	19	33	6	0	4	1	36	8	3	56	161	57	24	21	54
Pikeienuella	7	15	11	51	6	14	4	4	42	3	1	65	155	42	20	40	25
Candidatus_Nesciobacter	14	4	4	8	0	254	0	2	2	0	6	6	26	20	142	4	10
Cylindrospermum	12	9	37	11	2	5	0	3	31	1	5	17	20	46	25	80	198
Oceanihabitans	2	50	40	35	10	2	0	29	0	0	21	40	40	54	63	19	97
Georhizobium	13	6	10	54	2	2	8	4	30	2	2	71	72	63	76	57	28
Wielerella	13	20	48	49	24	11	0	3	1	1	13	72	53	50	55	59	28
Candidatus_Portiera	16	20	8	8	0	4	4	12	14	0	42	4	346	4	2	4	10
Candidatus_Prometheoarchaeum	6	182	76	10	0	8	2	0	6	0	12	36	36	16	38	36	34
Devriesea	2	21	3	46	0	6	0	0	25	5	0	75	42	177	18	31	47
Polymorphospora	22	14	21	74	11	4	5	4	11	14	1	53	108	105	12	9	29
Babesia	35	25	33	26	13	17	0	9	3	4	35	28	75	61	44	33	53
Methanothrix	13	15	17	36	12	27	0	1	83	1	2	107	71	36	32	16	25
Beggiatoa	10	5	30	12	4	2	0	4	0	0	10	12	19	134	145	31	75
Haloglomus	17	23	9	34	20	2	6	1	49	6	3	79	74	45	54	26	43
Haloterrigena	5	10	12	70	6	2	3	4	5	3	0	50	164	55	40	22	39
Crateriforma	9	17	36	27	7	11	0	4	0	2	4	25	131	49	59	9	99
Segniliparus	31	6	5	30	2	0	1	4	0	0	1	9	23	259	3	68	44
Abyssibius	14	7	22	24	6	6	3	11	8	1	0	119	59	59	16	38	92
Gillisia	11	16	9	43	7	55	0	1	194	0	0	6	6	27	38	51	21
Tepidimonas	44	55	14	60	51	6	2	2	23	12	2	50	19	94	26	9	14
Gymnodinialimonas	6	22	10	65	4	1	2	5	2	3	3	104	124	61	25	25	17
Marasmius	42	40	26	27	2	4	2	5	32	0	19	32	79	42	27	64	36
Thermodesulfobacterium	9	81	22	5	2	3	1	5	12	0	52	23	51	40	73	59	40
Halocatena	68	36	40	67	16	2	1	16	0	2	3	24	27	21	51	18	85
Kozakia	19	18	19	78	3	3	7	5	1	1	0	36	17	62	153	29	26
Roseitalea	10	3	23	22	9	7	5	0	27	7	1	20	46	134	17	89	57
Sulfuriflexus	8	51	27	36	14	1	0	20	84	3	3	44	40	72	22	15	37
Planktothrix	4	16	50	25	0	23	0	7	38	0	8	72	19	33	11	99	70
Amylibacter	4	13	32	34	1	8	0	2	25	0	0	20	16	191	18	80	30
Candidatus_Cytomitobacter	6	18	0	6	0	0	0	12	2	0	0	130	26	8	124	74	68
Furfurilactobacillus	4	52	6	41	1	18	0	4	7	1	6	49	132	34	19	62	37
Candidatus_Doolittlea	8	4	20	50	4	22	34	138	20	26	30	2	6	70	0	22	16
Candidatus_Megaira	6	30	4	16	0	6	0	6	0	2	2	36	66	88	126	66	18
Costertonia	12	29	28	38	29	1	2	15	45	2	2	103	41	68	18	17	22
Kalamiella	6	12	78	69	2	0	15	13	2	5	3	57	77	51	25	33	24
Horticoccus	21	21	31	69	19	2	3	7	5	1	8	60	48	39	39	17	81
Magnetospira	11	18	20	28	5	6	0	12	3	6	4	34	202	45	17	19	41
Peteryoungia	30	16	18	28	5	1	6	13	1	6	7	92	78	42	32	50	46
Candidatus_Riesia	14	32	22	2	2	20	4	55	4	13	6	66	32	10	22	32	134
Gloeothece	26	48	18	30	11	6	0	3	16	0	21	38	67	62	51	39	34
Candidatus_Rhabdochlamydia	24	16	42	6	0	0	0	2	26	0	2	43	29	31	62	58	128
Mycoplasmoides	14	29	14	8	0	0	0	12	43	0	25	18	20	135	57	68	25
Saccharospirillum	13	31	31	46	6	2	6	16	5	1	4	71	77	23	43	36	57
Singulisphaera	55	15	49	14	3	3	15	9	8	10	3	48	110	36	14	54	21
Chloroherpeton	3	32	27	61	12	4	3	3	12	11	4	84	18	99	29	32	32
Halosegnis	32	20	26	68	16	0	2	4	23	0	1	58	130	29	4	8	45
Actinobaculum	12	43	11	27	0	14	1	9	17	8	6	61	68	36	70	25	57
Actinotignum	27	10	3	42	6	8	3	22	13	7	5	58	115	64	18	12	51
Desulfotalea	8	17	65	40	6	33	0	9	0	11	0	95	48	38	32	21	41
Rummeliibacillus	5	13	22	12	6	0	0	0	19	0	2	115	92	38	33	69	38
Antarctobacter	8	4	14	26	4	63	2	8	7	6	8	43	82	45	98	17	28
Nodularia	25	9	4	21	27	11	0	6	104	7	3	20	22	26	29	84	64
Trypanosoma	6	28	3	36	2	5	2	1	10	3	0	77	42	139	23	27	58
Parasedimentitalea	8	0	12	219	0	5	1	4	2	0	3	37	66	18	55	12	19
Crinalium	5	14	8	16	0	5	0	2	7	2	0	8	20	22	22	300	29
Paraneptunicella	19	11	7	52	5	6	0	8	0	2	2	28	31	126	30	82	51
Geitlerinema	35	39	7	29	16	2	2	2	4	2	0	22	113	35	17	19	114
Paradevosia	5	35	10	39	1	2	0	9	59	4	7	32	123	41	20	46	25
Reinekea	18	11	6	17	8	0	0	2	130	1	0	13	44	100	45	23	40
Casimicrobium	54	29	32	30	9	0	1	1	61	2	0	59	34	30	42	19	53
Ferrigenium	13	44	3	14	19	14	6	6	58	1	2	25	104	42	50	13	42
Mesoflavibacter	13	2	6	150	11	4	0	6	30	0	74	53	39	23	27	8	8
Halotalea	33	39	58	52	11	0	11	14	59	4	13	20	36	37	14	18	33
Methylacidimicrobium	13	6	10	38	9	25	1	8	4	0	0	36	110	40	104	20	27
Microvenator	14	37	92	90	2	1	0	2	1	2	0	5	38	118	22	7	19
Woeseia	60	55	39	90	34	0	2	0	2	0	1	36	17	49	10	27	28
Silvanigrella	10	29	9	76	2	15	0	5	133	0	5	60	32	25	18	21	8
Demequina	12	98	9	49	14	3	0	1	19	10	3	31	92	33	15	30	24
Polymorphum	8	66	8	37	4	0	2	3	6	4	1	31	148	51	19	10	43
Methyloversatilis	36	8	18	64	5	6	0	10	2	5	1	58	48	34	49	68	28
Nakaseomyces	8	15	19	55	2	11	0	1	14	1	7	87	52	40	58	50	19
Candidatus_Hepatoplasma	6	40	14	54	0	4	0	0	30	0	0	8	42	8	60	158	14
Thermosulfuriphilus	18	4	4	21	2	8	4	6	168	0	5	30	18	61	3	11	75
Dolichospermum	7	47	11	32	4	1	3	1	3	0	18	33	37	52	31	50	107
Maritalea	64	12	3	21	6	0	1	7	2	1	1	94	70	4	24	37	90
Lapidilactobacillus	8	27	17	9	0	12	0	9	0	0	1	132	59	36	12	50	64
Aquaspirillum	23	52	40	51	12	3	35	6	2	0	3	22	80	37	13	7	49
Candida/Metschnikowiaceae	11	4	0	10	0	2	0	0	5	0	4	7	175	80	31	19	85
Halothece	6	32	21	39	17	1	2	17	132	0	3	55	38	10	20	24	16
Natronorubrum	7	9	2	9	3	0	5	1	73	2	0	37	122	23	5	52	82
Fluviibacter	22	5	50	15	2	1	0	4	57	0	0	57	10	42	20	10	136
Neokomagataea	9	9	27	44	15	3	2	19	43	0	0	22	49	68	80	27	14
Ephemeroptericola	25	11	46	63	4	8	0	3	2	1	0	20	93	16	20	37	81
Hoyosella	11	1	5	22	5	7	3	5	24	8	1	21	38	197	32	22	28
Paraoerskovia	88	36	5	40	9	0	2	2	13	3	0	29	46	85	15	9	48
Aquifex	0	3	1	124	1	18	0	4	5	0	0	11	12	124	37	9	80
Polymorphobacter	11	14	6	36	4	0	0	3	147	8	4	34	62	44	22	19	15
Allobranchiibius	3	9	3	13	3	1	3	7	187	56	5	17	52	29	9	18	13
Pengzhenrongella	16	22	9	40	6	0	24	8	21	9	1	29	65	51	19	9	99
Siansivirga	1	27	28	69	2	29	0	0	0	2	10	6	18	69	48	75	44
Changpingibacter	6	5	10	13	3	5	4	0	8	13	0	51	56	20	20	185	26
Maricaulis	38	46	30	63	31	2	2	5	1	0	3	25	59	65	17	12	26
Nitrincola	0	20	16	50	4	80	1	14	1	4	5	11	21	36	125	26	11
Candidatus_Nitrosotenuis	10	16	10	30	0	3	6	14	4	0	8	20	38	56	174	12	22
Halopiger	51	32	8	48	30	0	2	3	35	3	0	32	101	24	44	4	6
Silicimonas	16	25	10	57	12	2	5	6	5	2	0	63	66	38	7	13	96
Planctopirus	9	4	7	25	0	6	0	6	36	1	0	27	43	49	55	32	117
Thiospirochaeta	13	51	44	20	3	12	0	16	3	1	20	49	39	36	17	38	55
Aquella	1	26	17	38	2	19	0	3	193	2	8	41	18	30	3	13	2
Giardia	1	7	5	18	0	0	0	0	0	0	2	8	12	304	21	0	38
Chromohalobacter	9	13	14	19	18	0	11	14	134	6	4	51	22	46	18	7	29
Intrasporangium	13	31	35	16	3	3	2	2	95	8	3	27	75	63	9	13	17
Aurantimicrobium	5	3	12	78	8	11	2	1	123	3	6	21	41	26	12	37	25
Bergeyella	5	51	18	58	4	31	0	2	20	0	4	51	52	64	4	32	18
Crenobacter	17	25	23	36	11	0	38	5	7	2	1	48	52	46	31	35	37
Phycisphaera	15	11	7	31	3	4	5	2	45	3	10	28	56	82	17	36	59
Moellerella	1	4	2	18	15	1	2	9	223	1	1	10	27	20	67	4	8
Pelistega	7	16	129	6	0	4	0	10	85	8	0	24	16	9	15	57	26
Thermochromatium	51	65	23	43	26	2	1	15	4	0	3	15	77	18	17	24	28
Leminorella	18	23	28	23	0	9	14	7	2	3	15	16	33	71	66	37	46
Thalassoglobus	0	2	3	9	1	44	2	9	0	0	3	183	29	62	36	11	17
Zophobihabitans	23	35	57	20	0	17	0	2	0	1	0	53	35	99	8	20	41
Allobacillus	5	44	20	26	0	0	1	0	0	0	6	53	73	21	32	113	15
Oerskovia	18	21	37	30	1	2	2	3	21	14	0	47	121	32	7	10	43
Archaeoglobus	4	58	16	19	15	5	1	60	26	0	39	28	41	37	26	17	15
Scheffersomyces	7	3	15	13	33	75	1	1	3	2	8	68	41	44	49	17	27
Thermosulfurimonas	8	7	22	42	12	0	6	2	80	8	7	86	30	45	7	12	31
Limnobaculum	10	17	77	96	1	11	3	2	44	1	1	66	23	15	17	9	11
Pseudobdellovibrio	3	7	36	6	2	13	0	5	0	0	1	28	13	152	43	23	72
Pyruvatibacter	7	8	17	50	17	0	4	14	7	7	3	34	135	38	17	23	23
Halomicrobium	13	38	22	32	2	3	5	2	17	4	7	62	30	35	45	25	61
Bacterioplanoides	12	34	13	10	8	6	0	2	2	0	3	55	33	33	34	127	30
Candidatus_Purcelliella	24	42	14	10	0	6	6	28	2	18	2	2	60	88	4	48	46
Psychrosphaera	16	18	23	21	5	3	2	5	20	1	3	30	33	50	60	62	48
Saliphagus	3	14	22	19	2	0	0	10	165	2	2	67	35	26	6	8	19
Citromicrobium	3	11	12	38	3	0	11	0	46	6	2	28	90	89	19	20	20
Epidermidibacterium	15	12	2	44	3	1	4	2	10	0	9	28	103	74	11	30	48
Profundibacter	5	14	17	17	4	0	2	6	53	1	1	30	114	75	16	11	30
Sulfuricurvum	26	33	4	22	4	0	0	3	12	5	2	16	66	61	21	101	19
Rhizoctonia	4	14	4	20	2	52	0	2	9	0	9	20	140	42	14	21	40
Allorhizobium	11	49	24	40	7	10	0	2	1	5	3	24	104	37	30	13	32
Ciceribacter	8	15	25	42	4	2	2	1	3	1	1	49	49	94	44	14	38
Paralcaligenes	30	27	34	46	9	2	5	4	3	7	4	50	64	22	21	28	36
Thermospira	1	45	21	24	5	7	0	8	12	2	3	16	38	86	38	63	23
Gibbsiella	10	14	18	39	24	19	10	7	5	2	1	48	50	35	58	31	20
Hydrogenimonas	5	12	4	18	5	0	0	1	46	0	1	13	162	50	23	21	30
Pleurocapsa	1	37	13	4	9	101	0	14	1	1	17	35	18	11	93	20	16
Rippkaea	12	3	39	17	3	12	0	5	109	0	0	15	39	32	43	41	20
Aquisediminimonas	8	24	8	29	12	45	10	5	1	3	1	32	37	54	70	31	19
Candidatus_Karelsulcia	10	22	4	2	4	92	4	12	2	2	2	18	70	18	60	52	14
Gloeocapsa	2	34	11	24	1	0	0	0	2	0	4	54	9	40	87	86	34
Natronosporangium	16	11	21	32	15	4	5	10	28	5	3	40	68	44	14	24	48
Pulveribacter	19	12	5	88	8	6	10	15	24	5	1	39	76	34	9	26	11
Thermobispora	6	5	18	31	2	2	1	0	30	3	4	31	33	64	46	23	89
Luteithermobacter	3	45	139	24	4	0	0	2	6	0	0	67	33	12	14	24	14
Paraurantiacibacter	13	16	17	34	14	0	1	6	26	2	3	46	104	25	25	23	32
Candidatus_Xiphinematobacter	24	4	10	8	16	2	0	26	2	0	0	98	32	32	6	6	120
Pyrococcus	23	30	14	32	2	3	2	1	4	0	0	50	73	64	16	30	41
Thermodesulfobium	0	39	20	14	2	7	0	5	61	1	20	72	30	20	61	14	19
Candidatus_Nitrosomarinus	6	4	0	8	0	0	0	0	6	0	8	174	22	6	80	10	60
Winkia	33	27	12	34	20	2	6	4	14	23	2	52	70	48	13	7	16
Celerinatantimonas	1	8	19	37	5	26	0	4	41	2	1	34	41	82	21	48	10
Parasynechococcus	36	3	10	6	4	0	0	6	1	11	5	20	32	13	12	204	17
Aureliella	8	40	11	5	0	5	1	10	0	2	3	120	37	80	13	15	28
Luteipulveratus	2	23	17	53	2	2	0	3	31	16	1	38	104	25	22	12	27
Oceanicoccus	5	36	9	31	1	1	1	5	36	2	3	38	55	70	52	11	22
Methanospirillum	11	51	10	15	1	3	4	0	17	2	0	92	16	28	37	71	18
Sphaerospermopsis	4	45	19	3	1	11	1	5	2	0	4	45	42	37	22	87	48
Austwickia	7	10	5	33	7	0	0	3	10	5	2	26	151	44	13	27	32
Bradymonas	12	10	4	15	2	2	0	0	6	2	0	34	174	40	25	32	17
Hylemonella	40	23	4	36	11	8	9	6	9	2	1	35	72	24	61	16	18
Snodgrassella	6	21	31	17	0	5	0	11	145	1	2	30	24	42	16	3	21
Acidibrevibacterium	6	14	8	44	9	3	5	1	7	6	2	65	45	45	35	24	55
Limnobacter	15	15	19	30	5	4	3	11	6	6	0	58	77	12	31	17	64
Pukyongiella	8	4	13	39	16	5	1	9	93	0	6	22	41	35	37	10	34
Ustilago	18	7	8	52	3	0	4	3	8	0	3	34	82	73	10	20	48
Dissulfurimicrobium	9	9	1	42	2	0	0	7	2	2	1	43	95	37	87	15	20
Defluviitoga	3	35	14	4	0	3	0	0	4	6	87	58	34	19	9	38	57
Paralysiella	3	34	20	42	1	0	7	3	0	1	5	51	51	62	14	58	19
Breoghania	11	7	6	28	11	2	2	0	5	8	6	32	95	73	24	41	19
Caldichromatium	8	9	19	17	4	16	7	26	15	9	5	35	41	57	46	15	41
Ferroglobus	2	0	0	57	1	2	0	0	0	1	0	5	1	118	3	66	114
Acidothermus	2	3	18	11	4	7	2	4	127	4	3	20	62	31	26	15	30
Methylotenera	5	12	17	41	0	3	0	2	4	0	2	9	60	128	13	43	30
Pararhodospirillum	4	13	19	50	3	4	1	5	1	3	7	48	56	43	48	18	46
Candidatus_Tachikawaea	2	40	4	14	0	30	4	32	114	8	0	0	54	22	24	10	10
Elioraea	19	23	13	43	19	0	4	5	5	4	2	33	68	57	8	21	44
Mariniblastus	24	16	30	128	28	6	2	7	0	1	1	21	14	26	17	27	20
Anabaenopsis	2	113	37	59	2	9	0	3	4	0	0	47	20	24	15	14	18
Nesterenkonia	6	9	7	49	3	0	1	3	2	5	1	41	123	32	44	11	30
Haloplanus	19	10	7	43	10	2	6	4	10	2	0	32	99	55	13	21	31
Paraphotobacterium	6	42	41	24	2	3	0	0	2	0	32	33	32	89	8	33	17
Phytobacter	1	0	5	7	2	10	16	98	14	26	126	19	18	6	5	1	10
Nisaea	10	9	2	32	6	1	7	7	85	3	0	30	64	45	17	23	21
Oceanisphaera	1	59	67	8	0	12	2	32	10	7	7	9	20	47	7	56	18
Thermoplasma	0	6	26	56	0	4	0	0	0	4	0	18	14	2	6	160	66
Tolumonas	5	24	29	19	5	5	24	7	76	1	1	30	29	26	29	16	36
Methylovorus	15	13	14	74	3	4	4	22	12	12	8	38	37	39	10	33	23
