Taxonomy	A17	B22	EA48	EB01	EB02	EB13	EB17	G01	M01	P01	P22	YA04	YA23	YB31	YB43	YB54	YB56	Z16
k__Bacteria|p__Ignavibacteriota|c__Ignavibacteria|o__Ignavibacteriales|f__Melioribacteraceae|g__Melioribacter|s__Melioribacter_roseus	0	29	13	1	4	4	27	3	8	5	12	9	6	3	10	13	0	3
k__Bacteria|p__Kiritimatiellota|c__Kiritimatiellia|o__Kiritimatiellales|f__Kiritimatiellaceae|g__Kiritimatiella|s__Kiritimatiella_glycovorans	11	94	24	5	4	9	7	39	17	86	40	0	10	15	0	6	9	22
k__Bacteria|p__Kiritimatiellota|c__Tichowtungiia|o__Tichowtungiales|f__Tichowtungiaceae|g__Tichowtungia|s__Tichowtungia_aerotolerans	11	12	18	0	3	12	29	7	21	49	48	0	4	11	0	5	21	58
k__Bacteria|p__Lentisphaerota|c__Lentisphaeria|o__Lentisphaerales|f__Lentisphaeraceae|g__Lentisphaera|s__Lentisphaera_profundi	3	1	10	7	4	3	7	2	10	1	13	2	0	15	0	0	0	2
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma	2	8	29	42	7	34	32	58	103	5	16	24	3	128	3	5	18	3
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma|o__Candidatus_Izemoplasmatales	2	8	29	42	7	34	32	58	103	5	16	24	3	128	3	5	18	3
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma|o__Candidatus_Izemoplasmatales|f__Candidatus_Izemoplasmataceae	0	0	14	19	2	3	10	57	101	3	15	24	0	2	0	0	13	1
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma|o__Candidatus_Izemoplasmatales|f__Candidatus_Izemoplasmataceae|g__Xianfuyuplasma	0	0	14	19	2	3	10	57	101	3	15	24	0	2	0	0	13	1
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma|o__Candidatus_Izemoplasmatales|f__Candidatus_Izemoplasmataceae|g__Xianfuyuplasma|s__Xianfuyuplasma_coldseepsis	0	0	14	19	2	3	10	57	101	3	15	24	0	2	0	0	13	1
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma|o__Candidatus_Izemoplasmatales|f__Hujiaoplasmataceae	2	7	15	23	5	31	22	1	2	2	1	0	3	126	3	5	5	2
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma|o__Candidatus_Izemoplasmatales|f__Hujiaoplasmataceae|g__Hujiaoplasma	2	7	15	23	5	31	22	1	2	2	1	0	3	126	3	5	5	2
k__Bacteria|p__Mycoplasmatota|c__Candidatus_Izimaplasma|o__Candidatus_Izemoplasmatales|f__Hujiaoplasmataceae|g__Hujiaoplasma|s__Hujiaoplasma_nucleasis	2	7	15	23	5	31	22	1	2	2	1	0	3	126	3	5	5	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_hippikon	2	6	21	13	8	22	11	0	13	0	2	9	6	62	0	18	1	10
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_laidlawii	0	6	53	15	9	4	11	0	4	0	1	1	1	41	0	8	7	46
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Alteracholeplasma|s__Alteracholeplasma_palmae	3	7	22	19	13	36	18	2	4	1	0	6	42	188	0	34	0	10
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma	8	10	38	33	6	19	38	1	5	4	4	4	35	117	3	8	2	42
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__'Catharanthus_roseus'_aster_yellows_phytoplasma	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Aster_yellows_witches'-broom_phytoplasma	0	0	3	1	0	0	2	1	0	0	0	0	0	5	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_australiense	7	0	2	17	2	3	5	0	0	0	0	1	4	7	0	4	0	30
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_luffae	0	4	2	1	0	7	12	0	0	0	0	0	29	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_mali	0	3	0	2	3	1	1	0	0	0	1	3	0	92	0	0	0	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_rubi	1	0	3	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_solani	0	1	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Candidatus_Phytoplasma_ziziphi	0	1	20	0	0	3	2	0	0	3	0	0	0	5	2	0	0	6
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Maize_bushy_stunt_phytoplasma	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Mulberry_dwarf_phytoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus_Phytoplasma|s__Paulownia_witches'-broom_phytoplasma	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Haploplasma|s__Haploplasma_axanthum	0	7	41	20	10	49	31	11	9	1	4	18	1	34	85	55	6	7
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Mariniplasma|s__Mariniplasma_anaerobium	0	1	31	12	11	13	17	10	23	7	0	14	13	92	10	17	7	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Paracholeplasma|s__Paracholeplasma_brassicae	0	1	20	0	33	5	11	0	85	0	5	1	21	13	2	3	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Entomoplasma|s__Entomoplasma_freundtii	0	0	0	0	0	4	0	0	4	0	0	4	1	14	0	3	1	8
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_chauliocola	0	1	0	0	2	1	0	0	0	0	0	1	1	4	0	1	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_coleopterae	1	1	4	3	0	3	0	0	0	0	0	0	0	14	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_entomophilum	0	0	9	14	0	10	4	0	0	0	1	1	0	1	0	13	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_florum	1	0	2	1	5	2	0	0	0	0	0	0	0	16	0	5	6	17
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_lactucae	1	2	1	8	10	11	8	0	0	0	2	4	49	46	0	5	5	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_melaleucae	0	0	2	0	0	8	0	1	0	0	0	0	0	2	0	1	2	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_syrphidae	0	0	4	17	1	7	0	0	0	0	0	0	2	5	0	0	0	7
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae|g__Mesoplasma|s__Mesoplasma_tabanidae	2	1	5	1	30	19	3	0	0	0	0	2	13	4	14	2	1	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_alleghenense	0	0	12	8	0	5	0	0	1	0	0	0	0	0	0	3	3	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_apis	0	0	6	0	2	2	0	0	0	3	0	0	1	0	9	2	1	3
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_cantharicola	0	0	6	14	2	0	2	0	0	0	0	4	3	3	8	15	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_chinense	0	0	16	0	0	12	6	0	3	0	0	4	0	9	0	2	9	9
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_chrysopicola	0	1	14	6	0	8	6	0	0	0	0	3	0	122	0	0	1	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_citri	0	0	18	9	10	7	8	0	28	0	0	0	0	2	0	2	1	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_clarkii	0	0	2	3	0	2	2	0	0	0	0	4	1	2	1	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_corruscae	0	5	0	0	0	0	2	0	2	0	0	3	0	1	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_culicicola	5	7	13	23	13	28	19	42	18	5	0	3	36	99	0	9	17	8
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_diminutum	0	1	0	6	6	0	4	0	0	0	2	0	27	5	0	0	2	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_'Nebria_riversi'	0	2	1	3	1	3	2	92	10	0	3	0	0	0	1	0	0	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_endosymbiont_of_Phyllotreta_cruciferae	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_eriocheiris	1	5	4	0	0	2	2	0	5	0	0	0	0	1	0	8	7	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_floricola	0	0	8	2	2	1	2	1	0	0	3	0	0	14	0	5	1	46
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_gladiatoris	0	2	1	14	0	52	0	31	25	0	0	0	1	44	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_helicoides	1	4	12	3	6	5	2	6	0	0	0	0	6	2	0	2	9	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_ixodetis	0	0	31	10	7	7	3	1	2	2	0	0	2	7	0	6	3	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_kunkelii	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_litorale	0	0	23	19	3	6	3	1	0	0	0	0	0	1	0	13	0	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_melliferum	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_monobiae	0	0	0	0	1	1	0	70	20	0	0	0	0	4	0	1	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_platyhelix	0	15	12	12	0	22	1	0	1	0	2	2	0	96	0	1	1	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_poulsonii	0	0	2	0	1	1	1	0	0	1	0	0	0	1	0	0	0	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sabaudiense	0	0	3	2	0	0	3	0	0	0	0	0	2	0	0	1	1	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._BIUS-1	0	0	1	0	11	0	0	0	0	0	0	0	1	9	1	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._SV19	0	0	3	1	5	5	9	0	0	0	0	12	14	9	18	2	3	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_sp._TIUS-1	0	1	8	5	0	0	2	0	1	1	1	7	2	0	0	1	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_syrphidicola	0	2	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_tabanidicola	0	2	26	6	0	0	1	0	0	1	0	5	1	2	0	2	0	4
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_taiwanense	1	0	9	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_turonicum	0	0	2	2	3	5	1	39	0	3	5	0	1	7	0	16	0	3
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|g__Williamsoniiplasma|s__Williamsoniiplasma_luminosum	0	2	1	3	0	5	0	38	7	0	0	0	4	26	0	0	5	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Entomoplasmatales|g__Williamsoniiplasma|s__Williamsoniiplasma_somnilux	0	0	2	1	0	1	3	0	0	0	0	0	0	3	0	8	0	12
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Candidatus_Hepatoplasma	2	1	2	2	1	0	0	2	1	0	3	0	0	1	0	3	1	4
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Candidatus_Hepatoplasma|s__Candidatus_Hepatoplasma_crinochetorum	2	1	2	2	1	0	0	2	1	0	3	0	0	1	0	3	1	4
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_bovoculi	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_conjunctivae	0	81	12	31	0	8	0	0	42	166	12	1	0	0	0	5	0	172
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_dispar	0	0	0	0	4	15	10	0	1	0	0	0	1	0	1	4	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_flocculare	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_hyopneumoniae	1	0	1	0	0	0	0	0	2	0	1	0	6	8	3	0	2	4
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_lagogenitalium	4	2	4	9	0	1	1	0	21	0	4	0	0	8	18	4	11	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_molare	0	4	5	2	2	5	0	0	0	0	0	0	6	9	15	4	59	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_neurolyticum	0	0	3	5	0	0	1	1	0	0	0	3	0	7	0	3	1	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__Mesomycoplasma_ovipneumoniae	0	0	2	6	10	9	9	0	5	0	3	0	3	2	4	7	5	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mesomycoplasma|s__[Mycoplasma]_mobile	0	0	8	5	6	10	10	108	0	0	0	0	95	8	0	8	0	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Candidatus_Mycoplasma_haematolamae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Candidatus_Mycoplasma_mahonii	0	7	8	7	23	6	19	6	0	1	9	3	84	14	2	12	20	1
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_anserisalpingitidis	0	0	11	6	24	30	8	1	36	0	11	1	0	2	2	0	7	6
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_capricolum	0	1	8	15	2	0	5	0	0	0	0	0	0	0	0	35	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_cottewii	0	2	0	0	1	0	6	0	0	0	0	9	1	2	0	0	4	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_crocodyli	2	3	6	0	0	19	6	1	1	0	11	3	0	1	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_feriruminatoris	0	2	2	6	0	0	2	1	3	0	2	0	0	5	1	4	1	53
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_haemofelis	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_iguanae	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_leachii	0	0	14	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_miroungigenitalium	1	0	13	0	0	16	4	0	0	0	0	0	0	1	0	1	1	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_miroungirhinis	0	0	1	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_mycoides	3	19	17	3	19	14	2	1	2	1	3	12	46	32	12	9	32	14
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_nasistruthionis	0	1	0	2	1	2	1	0	0	0	0	0	0	4	0	0	1	15
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_ovis	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_parvum	4	3	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_phocoenae	0	0	13	14	0	0	0	0	2	0	0	3	0	1	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_phocoeninasale	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_putrefaciens	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	3
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_seminis	0	2	0	2	1	11	0	1	0	0	1	1	0	1	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._(ex_Biomphalaria_glabrata)	1	2	0	6	1	5	0	0	0	3	11	0	4	1	1	3	0	3
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._1018B	0	1	3	2	0	0	0	0	0	0	0	0	2	9	0	3	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._1654_15	0	0	6	0	0	1	0	0	0	1	0	0	0	1	0	0	2	3
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._2045	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._97/66	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._E35C	2	0	0	1	0	0	4	0	0	0	3	0	3	0	0	4	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._Mirounga_ES2805-ORL	0	0	2	0	4	0	6	0	3	0	1	0	17	0	0	4	0	51
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._Ms02	0	1	0	0	1	0	0	0	0	0	2	2	0	2	0	2	0	9
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._NEAQ87857	0	0	10	19	2	1	6	0	0	1	0	0	3	1	4	34	1	13
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._OR1901	0	0	0	4	0	1	6	0	0	0	0	0	1	9	0	0	1	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._Pen4	0	0	5	3	3	3	23	0	0	0	0	4	0	1	0	0	0	2
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._SG1	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_sp._T158T	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_struthionis	0	0	3	0	6	33	0	0	0	0	0	0	1	3	2	0	33	19
